"","Serial","Time","Username","Observer","Tree.ID","Date","Julian","Season","Species","Latitude","Longitude","Urbanization","Habitat","Shading","Circumference","LeafColor","LeafDropping","Fruit","LeafBud","LeafUnfurled","Flowering","Damage","Comments","UniqueID","LongLat"
"420",420,"10/20/2014 - 11:44am",NA,NA,NA,2014-10-20,293,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,NA,NA,"NA_NA__Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA",NA
"421",421,"10/20/2014 - 11:45am",NA,NA,NA,2014-10-20,293,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year",NA,NA,NA,NA,NA,"NA_NA__Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA",NA
"422",422,"10/20/2014 - 11:45am",NA,NA,NA,2014-10-20,293,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,"Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,NA,NA,"NA_NA__Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA",NA
"423",423,"10/20/2014 - 11:45am",NA,NA,NA,2014-10-20,293,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,"Late:  Most or all leaves have turned color (more than 90%)","Late:  Most or all leaves have fallen (over 90%)","None:  Tree is not fruiting this year",NA,NA,NA,NA,NA,"NA_NA__Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA",NA
"424",424,"10/20/2014 - 11:47am",NA,NA,NA,2014-10-20,293,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,"Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year",NA,NA,NA,"1 Brocken branch",NA,"NA_NA__Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA",NA
"425",425,"10/20/2014 - 12:42pm",NA,NA,NA,2014-10-20,293,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,"Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year",NA,NA,NA,NA,NA,"NA_NA__Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA",NA
"426",426,"10/20/2014 - 12:42pm",NA,NA,NA,2014-10-20,293,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,"Late:  Most or all leaves have turned color (more than 90%)","Late:  Most or all leaves have fallen (over 90%)","None:  Tree is not fruiting this year",NA,NA,NA,NA,NA,"NA_NA__Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA",NA
"427",427,"10/20/2014 - 12:43pm",NA,NA,NA,2014-10-20,293,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,"Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year",NA,NA,NA,"none",NA,"NA_NA__Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA",NA
"428",428,"10/20/2014 - 12:43pm",NA,NA,NA,2014-10-20,293,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,"Late:  Most or all leaves have turned color (more than 90%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year",NA,NA,NA,"NONE",NA,"NA_NA__Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA",NA
"429",429,"10/20/2014 - 12:43pm",NA,NA,NA,2014-10-20,293,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,"Late:  Most or all leaves have turned color (more than 90%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year",NA,NA,NA,NA,NA,"NA_NA__Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA",NA
"430",430,"10/20/2014 - 8:33am",NA,NA,NA,2014-10-20,293,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,"Late:  Most or all leaves have turned color (more than 90%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year",NA,NA,NA,NA,NA,"NA_NA__Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA",NA
"431",431,"10/20/2014 - 8:33am",NA,NA,NA,2014-10-20,293,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year",NA,NA,NA,"none",NA,"NA_NA__Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA",NA
"432",432,"10/20/2014 - 8:35am",NA,NA,NA,2014-10-20,293,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,"Late:  Most or all leaves have turned color (more than 90%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year",NA,NA,NA,"broken limbs",NA,"NA_NA__Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA",NA
"433",433,"10/20/2014 - 8:36am",NA,NA,NA,2014-10-20,293,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,"Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,"1 dead branch",NA,"NA_NA__Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA",NA
"434",434,"10/20/2014 - 8:37am",NA,NA,NA,2014-10-20,293,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,"Late:  Most or all leaves have turned color (more than 90%)","Late:  Most or all leaves have fallen (over 90%)","None:  Tree is not fruiting this year",NA,NA,NA,"Dead Branches",NA,"NA_NA__Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA",NA
"435",435,"10/20/2014 - 8:40am",NA,NA,NA,2014-10-20,293,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,"Middle: Many leaves have turned color","Middle:  Many leaves have dropped","Late:  Most or all fruits or seeds have been dispersed from tree (over 90%)",NA,NA,NA,"couple dead branches",NA,"NA_NA__Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA",NA
"436",436,"10/20/2014 - 8:40am",NA,NA,NA,2014-10-20,293,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,"Middle: Many leaves have turned color","Middle:  Many leaves have dropped","Late:  Most or all fruits or seeds have been dispersed from tree (over 90%)",NA,NA,NA,"couple dead branches",NA,"NA_NA__Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA",NA
"437",437,"10/20/2014 - 8:40am",NA,NA,NA,2014-10-20,293,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,"broken lims",NA,"NA_NA__Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA",NA
"438",438,"10/20/2014 - 8:41am",NA,NA,NA,2014-10-20,293,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,"BROKEN LIMBS","Leaves are changing at the top","NA_NA__Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA",NA
"439",439,"10/20/2014 - 11:45am",NA,NA,NA,2014-10-20,293,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,NA,NA,"NA_NA__Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_NA",NA
"440",440,"10/20/2014 - 12:43pm",NA,NA,NA,2014-10-20,293,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,NA,NA,"NA_NA__Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_NA",NA
"441",441,"10/20/2014 - 8:35am",NA,NA,NA,2014-10-20,293,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,"missing limbs","Taller than most of the other trees,and a few dead branches.","NA_NA__Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_NA",NA
"442",442,"10/20/2014 - 8:39am",NA,NA,NA,2014-10-20,293,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,"Little not at bottom.","gulls","NA_NA__Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_NA",NA
"443",443,"10/22/2014 - 1:34pm",NA,NA,NA,2014-10-22,295,"Fall","Norway Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,NA,NA,"NA_NA__Norway Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_NA",NA
"444",444,"10/22/2014 - 1:35pm",NA,NA,NA,2014-10-22,295,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,NA,NA,"NA_NA__Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_NA",NA
"445",445,"10/22/2014 - 2:12pm",NA,NA,NA,2014-10-22,295,"Fall","Norway Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,"Late:  Most or all leaves have turned color (more than 90%)","Late:  Most or all leaves have fallen (over 90%)","None:  Tree is not fruiting this year",NA,NA,NA,NA,"its a pretty tree : b","NA_NA__Norway Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA",NA
"446",446,"10/22/2014 - 2:13pm",NA,NA,NA,2014-10-22,295,"Fall","Norway Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,"insect damadge","none","NA_NA__Norway Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA",NA
"447",447,"10/22/2014 - 2:15pm",NA,NA,NA,2014-10-22,295,"Fall","Norway Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)",NA,NA,NA,NA,NA,"NA_NA__Norway Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA",NA
"448",448,"10/22/2014 - 2:15pm",NA,NA,NA,2014-10-22,295,"Fall","Norway Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,"Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,"fungus dead limbs","Dave (our tree) is taller than the rest","NA_NA__Norway Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA",NA
"449",449,"10/22/2014 - 2:16pm",NA,NA,NA,2014-10-22,295,"Fall","Norway Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,NA,NA,"NA_NA__Norway Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA",NA
"450",450,"10/22/2014 - 2:16pm",NA,NA,NA,2014-10-22,295,"Fall","Norway Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,NA,NA,"NA_NA__Norway Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA",NA
