Serial,Time,Username,Observer,Tree ID,Date,Date,Julian,Season,Species,Latitude,Longitude,Urbanization,Habitat,Shading,Circumference,LeafColor,LeafDropping,Fruit,LeafBud,LeafUnfurled,Flowering,Damage,Comments
,10/22/2014 - 2:16pm,,,,10/22/14,10/22/14,,Fall,Norway Maple,,,Yes,School lawn,Open (more than 5hr per day of direct sun),,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,
,10/22/2014 - 2:16pm,,,,10/22/14,10/22/14,,Fall,Norway Maple,,,Yes,School lawn,Open (more than 5hr per day of direct sun),,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,
,10/22/2014 - 2:15pm,,,,10/22/14,10/22/14,,Fall,Sugar Maple,,,Yes,School lawn,Open (more than 5hr per day of direct sun),,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,jilly poo poo
,10/22/2014 - 2:17pm,,,,10/22/14,10/22/14,,Fall,Sugar Maple,,,Yes,School lawn,Open (more than 5hr per day of direct sun),,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,black spots on leaves,his name is CRAIGY JEFF !
,10/22/2014 - 1:34pm,,,,10/22/14,10/22/14,,Fall,Sugar Maple,,,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,Some top branches broken.,
,10/22/2014 - 1:34pm,,,,10/22/14,10/22/14,,Fall,Sugar Maple,,,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,we named our tree Fred
,10/22/2014 - 1:34pm,,,,10/22/14,10/22/14,,Fall,Sugar Maple,,,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,
,10/22/2014 - 1:35pm,,,,10/22/14,10/22/14,,Fall,Sugar Maple,,,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,Broken/Missing Limbs,We named our tree Jeff
,10/22/2014 - 1:35pm,,,,10/22/14,10/22/14,,Fall,Sugar Maple,,,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,few limbs missing,
,10/22/2014 - 1:36pm,,,,10/22/14,10/22/14,,Fall,Sugar Maple,,,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,
,10/23/2014 - 2:28pm,,,,10/23/14,10/23/14,,Fall,Sugar Maple,,,Yes,Home lawn,Open (more than 5hr per day of direct sun),,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,Central leader has died. ,"it was a bright, sunny day"
,10/23/2014 - 8:49am,,,,10/23/14,10/23/14,,Fall,Sugar Maple,,,Yes,Home lawn,Open (more than 5hr per day of direct sun),,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,lil timmy tree very small very wet
,10/23/2014 - 3:28pm,,,,10/23/14,10/23/14,,Fall,Sugar Maple,,,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,billy bob is his name...it was a nice day when we went to check billy bob out.
,10/24/2014 - 1:14pm,,,,10/24/14,10/24/14,,Fall,Silver Maple,,,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,no,His name is Bobby
,10/24/2014 - 1:13pm,,,,10/24/14,10/24/14,,Fall,Red Maple,,,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,We named our tree slivy.
,10/24/2014 - 1:15pm,,,,10/24/14,10/24/14,,Fall,Red Maple,,,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,There are some parts where the bark is spliting but no diseases.,
,10/24/2014 - 1:19pm,,,,10/24/14,10/24/14,,Fall,Red Maple,,,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,
,10/24/2014 - 1:15pm,,,,10/24/14,10/24/14,,Fall,Sugar Maple,,,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,40% 13ft
,10/24/2014 - 1:17pm,,,,10/24/14,10/24/14,,Fall,Sugar Maple,,,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,none,Very small for a maple tree of it's kind.
,10/29/2014 - 8:09am,,,,10/29/14,10/29/14,,Fall,Sugar Maple,,,Yes,Home lawn,Open (more than 5hr per day of direct sun),,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,dave is the tallest tree out of them all
,11/10/2014 - 7:50am,,,,11/10/14,11/10/14,,Fall,Sugar Maple,,,Yes,Home lawn,Open (more than 5hr per day of direct sun),,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,
,11/21/2014 - 8:37pm,,,,11/21/14,11/21/14,,Fall,Sugar Maple,,,Yes,Home lawn,Open (more than 5hr per day of direct sun),,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,
,08/05/2015 - 10:44am,,,,8/5/15,8/5/15,,Fall,Sugar Maple,,,Yes,School lawn,Open (more than 5hr per day of direct sun),,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,
,08/05/2015 - 10:55am,,,,8/5/15,8/5/15,,Fall,Sugar Maple,,,Yes,School lawn,Open (more than 5hr per day of direct sun),,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,None,
,08/05/2015 - 10:49am,,,,8/5/15,8/5/15,,Fall,Red Maple,,,Yes,School paved area,Open (more than 5hr per day of direct sun),,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,Dead top,
,08/05/2015 - 10:51am,,,,8/5/15,8/5/15,,Fall,Norway Maple,,,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,a few smaller dead/broken branches,
,08/05/2015 - 10:52am,,,,8/5/15,8/5/15,,Fall,Red Maple,,,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,lichen,
,08/05/2015 - 10:52am,,,,8/5/15,8/5/15,,Fall,Red Maple,,,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,
,08/05/2015 - 10:49am,,,,8/5/15,8/5/15,,Fall,Sugar Maple,,,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,Lichen living on the tree and fungi,
,08/05/2015 - 10:54am,,,,8/5/15,8/5/15,,Fall,Sugar Maple,,,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,"Our tree has several white blotchy spots all over the branches and small moss growths. The trunk has a large chunk missing possibly due to a lightening strike. There is also a smaller bark wound half way up the trunk where insects have created holes. Lastly, a small branch has been pruned from the tree. ",
,08/05/2015 - 10:54am,,,,8/5/15,8/5/15,,Fall,Sugar Maple,,,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,"The trunk has some damage, a long groove of trunk missing as though it may have been struck by lightning.  There is a similar type of damage on the opposite side on further up the trunk that has a lot of insect holes.  There are a lot of these white spots on the limbs of the tree as well as green moss spotting areas of the limbs. ",lil t
,08/05/2015 - 10:46am,,,,8/5/15,8/5/15,,Fall,Sugar Maple,,,Yes,School paved area,Partially Shaded (2-5hr per day of direct sun),,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,None,
,08/05/2015 - 10:51am,,,,8/5/15,8/5/15,,Fall,Norway Maple,,,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,"few dead branches, missing some bark ",
,10/02/2015 - 12:51pm,,,35,10/2/15,10/2/15,,Fall,Sugar Maple,44.611436,-75.16954,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),37,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,,,,,
,09/04/2015 - 1:56pm,,,,9/4/15,9/4/15,,Fall,Sugar Maple,44.592488,-75.159389,Yes,School lawn,Open (more than 5hr per day of direct sun),31,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,None,
,09/07/2015 - 8:13am,,,,9/7/15,9/7/15,,Fall,Sugar Maple,44.591097,-75.164052,Yes,School lawn,Open (more than 5hr per day of direct sun),241,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,large growth of some sort of fungi,
,09/08/2015 - 10:33pm,,,,9/8/15,9/8/15,,Fall,Sugar Maple,44.09289,-76.01157,Yes,Home lawn,Partially Shaded (2-5hr per day of direct sun),43,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,One dead limb towards the top ,
,09/08/2015 - 9:42pm,,,,9/8/15,9/8/15,,Fall,Sugar Maple,44.591426,-75.161417,Yes,School paved area,Partially Shaded (2-5hr per day of direct sun),48,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,none,
,09/07/2015 - 8:18am,,,,9/7/15,9/7/15,,Fall,Sugar Maple,44.35284,-75.09558,Yes,Home lawn,Open (more than 5hr per day of direct sun),36,Middle: Many leaves have turned color,Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,A good bit of browning on the tips. ,our tree is the tallest
,09/07/2015 - 7:26am,,,,9/7/15,9/7/15,,Fall,Sugar Maple,44.592631,-75.160967,Yes,School lawn,Open (more than 5hr per day of direct sun),20,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,"Southern-most branch cut off, browning leaves, mulch volcano",
,09/06/2015 - 10:06pm,,,,9/6/15,9/6/15,,Fall,Sugar Maple,44.591591,-75.163783,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),44,Middle: Many leaves have turned color,Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,None,
,09/06/2015 - 9:24pm,,,,9/6/15,9/6/15,,Fall,Sugar Maple,44.59,-75.16,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),68,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,some of the top branches look bare and sickly,
,09/07/2015 - 8:01am,,,,9/7/15,9/7/15,,Fall,Red Maple,44.591182,-75.165645,Yes,Home lawn,Open (more than 5hr per day of direct sun),23,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,,,,"Damaged trunk, broken missing limbs ",
,09/08/2015 - 2:48pm,,,73,9/8/15,9/8/15,,Fall,Red Maple,44,-74,Yes,School lawn,Open (more than 5hr per day of direct sun),25.5,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,
,09/07/2015 - 7:53am,,,,9/7/15,9/7/15,,Fall,Sugar Maple,44.594621,-75.163152,Yes,Home lawn,Partially Shaded (2-5hr per day of direct sun),24,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,",fjxhbn"
,09/07/2015 - 8:11am,,,,9/7/15,9/7/15,,Fall,Sugar Maple,44.591263,-75.162505,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),63,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,Evidence of extensive trimming some substantial bark lok,
