,Serial,Time,Username,Observer,Tree ID,Date,Julian,Season,Species,Latitude,Longitude,Urbanization,Habitat,Shading,Circumference,LeafColor,LeafDropping,Fruit,LeafBud,LeafUnfurled,Flowering,Damage,Comments,UniqueID,TreeCode,Obs
1226,1226,10/04/2016 - 1:11pm,NA,NA,224,10/4/16,278,Fall,Sugar Maple,44.82403,-74.51345,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),56,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,not bad,NA,"NA_224_Sugar Maple_44.82403_-74.51345_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_56",40,
1227,1227,10/04/2016 - 1:12pm,NA,NA,224,10/4/16,278,Fall,Sugar Maple,44.824403,-74.51345,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),2,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,no,Located by a deer jaw bones.,"NA_224_Sugar Maple_44.824403_-74.51345_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_2",40,
1388,1388,10/28/2016 - 10:26am,NA,NA,225,10/28/16,302,Fall,Sugar Maple,44.824403,-74.51345,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),2,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,"NA_225_Sugar Maple_44.824403_-74.51345_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_2",41,
1228,1228,10/04/2016 - 1:10pm,NA,NA,226,10/4/16,278,Fall,Red Maple,44.824403,-74.51345,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),56,Early:  Only a few leaves have turned color (less than 10%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,no,NA,"NA_226_Red Maple_44.824403_-74.51345_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_56",42,
1232,1232,10/05/2016 - 8:57am,NA,NA,228,10/5/16,279,Fall,Sugar Maple,44.824019,-74.516411,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),46,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,none,NA,"NA_228_Sugar Maple_44.824019_-74.516411_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_46",43,
1441,1441,12/14/2016 - 8:59am,NA,NA,228,12/14/16,349,Fall,Sugar Maple,44.824019,-74.516411,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),46,Middle: Many leaves have turned color,Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,None,NA,"NA_228_Sugar Maple_44.824019_-74.516411_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_46",43,
1233,1233,10/05/2016 - 8:59am,NA,NA,229,10/5/16,279,Fall,Red Maple,44.824019,-74.516411,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),49,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,none,"This tree is located in the woods.

","NA_229_Red Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_49",44,
1442,1442,12/14/2016 - 8:59am,NA,NA,229,12/14/16,349,Fall,Red Maple,44.824019,-74.516411,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),49,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,Middle:  Many fruits are ripe,NA,NA,NA,none,The tree is located in the Sustainability Semester site sugar bush and was tapped last spring semester (2012).,"NA_229_Red Maple_44.824019_-74.516411_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_49",44,
1809,1809,04/15/2016 - 10:51am,canton23kwsw,NA,23,4/15/16,106,Spring,Sugar Maple,44.575389,-75.1361,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),24,NA,NA,NA,no,no,no,canton23kwsw,NA,"NA_23_Sugar Maple_44.575389_-75.1361_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_24",45,
1960,1960,05/05/2016 - 10:47am,Canton23 KWSW,NA,23,5/5/16,126,Spring,Sugar Maple,44.575389,-75.1361,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),24,NA,NA,NA,yes,no,no,Canton23 KWSW,NA,"NA_23_Sugar Maple_44.575389_-75.1361_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_24",45,
2068,2068,05/23/2016 - 10:45am,Canton 23 KWSW,NA,23,5/23/16,144,Spring,Sugar Maple,44.575389,-75.1361,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),24,NA,NA,NA,yes,yes,no,Canton 23 KWSW,NA,"NA_23_Sugar Maple_44.575389_-75.1361_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_24",45,
844,844,10/19/2015 - 10:47am,NA,NA,23,10/19/15,292,Fall,Sugar Maple,44.575389,-75.1361,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),25,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,"NA_23_Sugar Maple_44.575389_-75.1361_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_25",45,
986,986,11/06/2015 - 10:55am,NA,NA,23,11/6/15,310,Fall,Sugar Maple,44.575389,-75.1361,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),25,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,"NA_23_Sugar Maple_44.575389_-75.1361_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_25",45,
1200,1200,09/30/2016 - 10:51am,NA,NA,23,9/30/16,274,Fall,Sugar Maple,44.575389,-75.1361,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),6,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,"NA_23_Sugar Maple_44.575389_-75.1361_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_6",45,
1403,1403,11/01/2016 - 10:50am,NA,NA,23,11/1/16,306,Fall,Sugar Maple,44.575389,-75.1361,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),6,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),Middle:  Many fruits are ripe,NA,NA,NA,none,"Within a week it lost most of the rest of its leaves. There is still lots of fruit attached to the tree, but it is very dried out.","NA_23_Sugar Maple_44.575389_-75.1361_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_6",45,
725,725,10/02/2015 - 10:55am,NA,NA,23,10/2/15,275,Fall,Sugar Maple,44.575389,-75.1361,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),25,Late:  Most or all leaves have turned color (more than 90%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,none,"NA_23_Sugar Maple_44.575389_-75.1361_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_25",45,
798,798,10/08/2015 - 8:30am,NA,NA,23,10/8/15,281,Fall,Sugar Maple,44.575389,-75.1361,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),25,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,A small branch has been cut off.,"NA_23_Sugar Maple_44.575389_-75.1361_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_25",45,
1884,1884,04/21/2016 - 10:55am,canton23kwsw,NA,23,4/21/16,112,Spring,Sugar Maple,44.575389,-78.1361,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),25,NA,NA,NA,no,no,no,canton23kwsw,yes,"NA_23_Sugar Maple_44.575389_-78.1361_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_25",45,
2017,2017,05/13/2016 - 10:49am,Canton23 KWSW,NA,23,5/13/16,134,Spring,Sugar Maple,44.575589,-75.1361,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),24,NA,NA,NA,yes,yes,no,Canton23 KWSW,NA,"NA_23_Sugar Maple_44.575589_-75.1361_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_24",45,
1450,1450,12/14/2016 - 9:01am,NA,NA,230,12/14/16,349,Fall,Red Maple,44.824019,-74.516411,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),44,Late:  Most or all leaves have turned color (more than 90%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,Some broken limbs.,NA,"NA_230_Red Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_44",46,
1470,1470,12/14/2016 - 9:02am,NA,NA,230,12/14/16,349,Fall,Sugar Maple,44.82401,-74.516411,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),27,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,"NA_230_Sugar Maple_44.82401_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_27",46,
1241,1241,10/05/2016 - 9:01am,NA,NA,230,10/5/16,279,Fall,Sugar Maple,44.824019,-74.516411,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),31,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,NO,"NA_230_Sugar Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_31",46,
1363,1363,10/27/2016 - 8:50am,NA,NA,230,10/27/16,301,Fall,Sugar Maple,44.824019,-74.516411,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),31,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,NA,NA,NA,none,NA,"NA_230_Sugar Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_31",46,
1242,1242,10/05/2016 - 8:59am,NA,NA,232,10/5/16,279,Fall,Red Maple,44.824019,-74.516411,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),44,Early:  Only a few leaves have turned color (less than 10%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,Bark loss and 3 broken limbs up high.,NA,"NA_232_Red Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_44",47,
1364,1364,10/27/2016 - 8:52am,NA,NA,232,10/27/16,301,Fall,Red Maple,44.824019,-74.516411,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),44,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,NA,NA,NA,bark loss and broken limbs,Looks bare without it's leaves.,"NA_232_Red Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_44",47,
1461,1461,10/27/2016 - 8:47am,NA,NA,233,10/27/16,301,Fall,Red Maple,44.824019,-71.516411,No,School lawn,Partially Shaded (2-5hr per day of direct sun),25,Late:  Most or all leaves have turned color (more than 90%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,none,NA,NA_233_Red Maple_44.824019_-71.516411_No_School lawn_Partially Shaded (2-5hr per day of direct sun)_25,48,
1252,1252,10/05/2016 - 10:29am,NA,NA,233,10/5/16,279,Fall,Red Maple,44.824019,-74.516411,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),35,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,"NA_233_Red Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_35",48,
1250,1250,10/05/2016 - 8:59am,NA,NA,233,10/5/16,279,Fall,Red Maple,44.824919,-74.516411,No,School lawn,Partially Shaded (2-5hr per day of direct sun),25,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,none,NA,NA_233_Red Maple_44.824919_-74.516411_No_School lawn_Partially Shaded (2-5hr per day of direct sun)_25,48,
1457,1457,12/14/2016 - 8:57am,NA,NA,233,12/14/16,349,Fall,Red Maple,44.824919,-74.516411,No,School lawn,Partially Shaded (2-5hr per day of direct sun),25,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,NA,Nothing new.,NA_233_Red Maple_44.824919_-74.516411_No_School lawn_Partially Shaded (2-5hr per day of direct sun)_25,48,
1243,1243,10/05/2016 - 9:01am,NA,NA,234,10/5/16,279,Fall,Red Maple,44.824019,-74.516411,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),39,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,No diseases no damage.,NA,"NA_234_Red Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_39",49,
