"","Serial","Time","Username","Observer","Tree ID","Date","Date_1","Julian","Season","Species","Latitude","Longitude","Urbanization","Habitat","Shading","Circumference","Flowering","Damage","Comments","UniqueID"
"545",545,"09/25/2015 - 10:57am",NA,NA,NA,2015-09-25,"9/25/15",268,"Fall","Sugar Maple",44.371829,-75.243672,"Yes","School lawn","Open (more than 5hr per day of direct sun)",17,NA,"healthy scratched",NA,"NA_Sugar Maple_44.371829_-75.243672_Yes_School lawn_Open (more than 5hr per day of direct sun)_17"
"546",546,"09/21/2015 - 10:46am",NA,NA,NA,2015-09-21,"9/21/15",264,"Fall","Sugar Maple",44.37267,-75.24256,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",7,NA,"split trunk otherwise healthy",NA,"NA_Sugar Maple_44.37267_-75.24256_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_7"
"547",547,"09/29/2015 - 10:50am",NA,NA,NA,2015-09-29,"9/29/15",272,"Fall","Sugar Maple",44.32259,-75.242788,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",9,NA,NA,"This is a test submission","NA_Sugar Maple_44.32259_-75.242788_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_9"
"548",548,"09/18/2015 - 2:16pm",NA,NA,NA,2015-09-18,"9/18/15",261,"Fall","Red Maple",44.166678,-75.048459,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",23,NA,"broken/missing limbs",NA,"NA_Red Maple_44.166678_-75.048459_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_23"
"549",549,"09/14/2015 - 2:09pm",NA,NA,NA,2015-09-14,"9/14/15",257,"Fall","Sugar Maple",44.166564,-75.048321,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",19,NA,"nots, and moss is on the tree.","This is another test submission","NA_Sugar Maple_44.166564_-75.048321_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_19"
"550",550,"10/19/2015 - 8:35am",NA,NA,6,2015-10-19,"10/19/15",292,"Fall","Sugar Maple",44.61138,-75.169582,"Yes","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",48,NA,NA,NA,"6_Sugar Maple_44.61138_-75.169582_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_48"
"551",551,"09/30/2015 - 10:44am",NA,NA,NA,2015-09-30,"9/30/15",273,"Fall","Silver Maple",44.415188,-75.2922,"Yes","Home lawn","Partially Shaded (2-5hr per day of direct sun)",57,NA,"healthy",NA,"NA_Silver Maple_44.415188_-75.2922_Yes_Home lawn_Partially Shaded (2-5hr per day of direct sun)_57"
"552",552,"10/26/2015 - 11:01am",NA,NA,NA,2015-10-26,"10/26/15",299,"Fall","Silver Maple",44.415188,-75.2922,"Yes","Home lawn","Partially Shaded (2-5hr per day of direct sun)",57,NA,"healhy",NA,"NA_Silver Maple_44.415188_-75.2922_Yes_Home lawn_Partially Shaded (2-5hr per day of direct sun)_57"
"553",553,"09/23/2015 - 2:05pm",NA,NA,45,2015-09-23,"9/23/15",266,"Fall","Silver Maple",44.605323,-75.167859,"Yes","School garden","Open (more than 5hr per day of direct sun)",80,NA,"black splotches",NA,"45_Silver Maple_44.605323_-75.167859_Yes_School garden_Open (more than 5hr per day of direct sun)_80"
"554",554,"09/23/2015 - 1:59pm",NA,NA,46,2015-09-23,"9/23/15",266,"Fall","Norway Maple",44.605492,-75.167624,"Yes","School lawn","Open (more than 5hr per day of direct sun)",119,NA,"Fungus on leaves",NA,"46_Norway Maple_44.605492_-75.167624_Yes_School lawn_Open (more than 5hr per day of direct sun)_119"
"555",555,"09/23/2015 - 2:05pm",NA,NA,47,2015-09-23,"9/23/15",266,"Fall","Silver Maple",44.606298,-75.167596,"Yes","School lawn","Open (more than 5hr per day of direct sun)",4,NA,NA,NA,"47_Silver Maple_44.606298_-75.167596_Yes_School lawn_Open (more than 5hr per day of direct sun)_4"
"556",556,"09/23/2015 - 2:01pm",NA,NA,49,2015-09-23,"9/23/15",266,"Fall","Norway Maple",44.606267,-75.167331,"Yes","School lawn","Open (more than 5hr per day of direct sun)",70,NA,"black fungi on leaves",NA,"49_Norway Maple_44.606267_-75.167331_Yes_School lawn_Open (more than 5hr per day of direct sun)_70"
"557",557,"09/23/2015 - 2:00pm",NA,NA,51,2015-09-23,"9/23/15",266,"Fall","Sugar Maple",44.605511,-75.167999,"Yes","School lawn","Open (more than 5hr per day of direct sun)",71,NA,"Fungus, broken branches, and black spots",NA,"51_Sugar Maple_44.605511_-75.167999_Yes_School lawn_Open (more than 5hr per day of direct sun)_71"
"558",558,"09/23/2015 - 2:06pm",NA,NA,52,2015-09-23,"9/23/15",266,"Fall","Sugar Maple",44,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",75,NA,"moss",NA,"52_Sugar Maple_44_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_75"
"559",559,"09/23/2015 - 2:05pm",NA,NA,53,2015-09-23,"9/23/15",266,"Fall","Norway Maple",44.605998,-75.167856,"Yes","School lawn","Open (more than 5hr per day of direct sun)",68,NA,"none",NA,"53_Norway Maple_44.605998_-75.167856_Yes_School lawn_Open (more than 5hr per day of direct sun)_68"
"560",560,"09/23/2015 - 2:05pm",NA,NA,55,2015-09-23,"9/23/15",266,"Fall","Norway Maple",44.605696,-75.167442,"Yes","School lawn","Open (more than 5hr per day of direct sun)",104,NA,NA,NA,"55_Norway Maple_44.605696_-75.167442_Yes_School lawn_Open (more than 5hr per day of direct sun)_104"
"561",561,"09/23/2015 - 2:05pm",NA,NA,55,2015-09-23,"9/23/15",266,"Fall","Norway Maple",44.605696,-75.167442,"Yes","School lawn","Open (more than 5hr per day of direct sun)",104,NA,NA,NA,"55_Norway Maple_44.605696_-75.167442_Yes_School lawn_Open (more than 5hr per day of direct sun)_104"
"562",562,"09/22/2015 - 2:09pm",NA,NA,68,2015-09-22,"9/22/15",265,"Fall","Red Maple",44.56082,-74.950115,"Yes","School lawn","Open (more than 5hr per day of direct sun)",14,NA,NA,NA,"68_Red Maple_44.56082_-74.950115_Yes_School lawn_Open (more than 5hr per day of direct sun)_14"
"563",563,"09/23/2015 - 10:35am",NA,NA,17,2015-09-23,"9/23/15",266,"Fall","Sugar Maple",44.611465,-75.169554,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",35,NA,NA,NA,"17_Sugar Maple_44.611465_-75.169554_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_35"
"564",564,"09/23/2015 - 11:10am",NA,NA,25,2015-09-23,"9/23/15",266,"Fall","Sugar Maple",44.61455,-75.169544,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",9,NA,NA,NA,"25_Sugar Maple_44.61455_-75.169544_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_9"
"565",565,"09/23/2015 - 11:11am",NA,NA,28,2015-09-23,"9/23/15",266,"Fall","Sugar Maple",44.611443,-75.16954,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",25,NA,NA,"leaves start 20 feet up","28_Sugar Maple_44.611443_-75.16954_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_25"
"566",566,"09/23/2015 - 11:12am",NA,NA,30,2015-09-23,"9/23/15",266,"Fall","Sugar Maple",44.610219,-75.170224,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",22,NA,"No damage",NA,"30_Sugar Maple_44.610219_-75.170224_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_22"
"567",567,"09/23/2015 - 11:10am",NA,NA,31,2015-09-23,"9/23/15",266,"Fall","Sugar Maple",44.36412,-75.10104,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",45,NA,NA,"healthy tree","31_Sugar Maple_44.36412_-75.10104_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_45"
"568",568,"09/23/2015 - 11:17am",NA,NA,34,2015-09-23,"9/23/15",266,"Fall","Sugar Maple",44.611451,-75.169546,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",48,NA,"broken missing limbs","we named our tree Frank","34_Sugar Maple_44.611451_-75.169546_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_48"
"569",569,"09/23/2015 - 12:30pm",NA,NA,35,2015-09-23,"9/23/15",266,"Fall","Sugar Maple",44.611436,-75.16954,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",37,NA,"none",NA,"35_Sugar Maple_44.611436_-75.16954_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_37"
"570",570,"09/23/2015 - 12:32pm",NA,NA,36,2015-09-23,"9/23/15",266,"Fall","Sugar Maple",44.611451,-75.169559,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",26,NA,NA,NA,"36_Sugar Maple_44.611451_-75.169559_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_26"
"571",571,"09/23/2015 - 12:30pm",NA,NA,37,2015-09-23,"9/23/15",266,"Fall","Sugar Maple",44.611433,-75.169584,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",17,NA,"Broken branches and no new colors on leaves.","None","37_Sugar Maple_44.611433_-75.169584_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_17"
"572",572,"09/23/2015 - 12:30pm",NA,NA,38,2015-09-23,"9/23/15",266,"Fall","Sugar Maple",44.611188,-75.169001,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",14,NA,"No",NA,"38_Sugar Maple_44.611188_-75.169001_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_14"
"573",573,"09/23/2015 - 12:28pm",NA,NA,40,2015-09-23,"9/23/15",266,"Fall","Sugar Maple",44.610247,-75.169787,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",26,NA,NA,NA,"40_Sugar Maple_44.610247_-75.169787_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_26"
"574",574,"09/23/2015 - 12:31pm",NA,NA,41,2015-09-23,"9/23/15",266,"Fall","Sugar Maple",44.608917,-75.171201,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",27,NA,"None",NA,"41_Sugar Maple_44.608917_-75.171201_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_27"
"575",575,"09/23/2015 - 12:33pm",NA,NA,42,2015-09-23,"9/23/15",266,"Fall","Sugar Maple",44.611236,-75.169032,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",38,NA,"moss on the tree and a few limbs are missing","Most branches near top of tree.","42_Sugar Maple_44.611236_-75.169032_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_38"
"576",576,"09/23/2015 - 12:29pm",NA,NA,44,2015-09-23,"9/23/15",266,"Fall","Sugar Maple",44.611459,-75.16959,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",21,NA,NA,NA,"44_Sugar Maple_44.611459_-75.16959_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_21"
"577",577,"09/23/2015 - 2:01pm",NA,NA,48,2015-09-23,"9/23/15",266,"Fall","Sugar Maple",44.605362,-75.167645,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",104,NA,"Spots on leaves",NA,"48_Sugar Maple_44.605362_-75.167645_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_104"
"578",578,"09/23/2015 - 11:13am",NA,NA,26,2015-09-23,"9/23/15",266,"Fall","Sugar Maple",44.611458,-75.169593,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",8,NA,NA,NA,"26_Sugar Maple_44.611458_-75.169593_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_8"
"579",579,"09/23/2015 - 11:13am",NA,NA,27,2015-09-23,"9/23/15",266,"Fall","Sugar Maple",44.610527,-75.169689,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",31,NA,NA,NA,"27_Sugar Maple_44.610527_-75.169689_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_31"
"580",580,"09/23/2015 - 11:14am",NA,NA,29,2015-09-23,"9/23/15",266,"Fall","Sugar Maple",44.611203,-75.169027,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",12,NA,"moss on trunk, leaves are holy",NA,"29_Sugar Maple_44.611203_-75.169027_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_12"
"581",581,"09/23/2015 - 11:13am",NA,NA,33,2015-09-23,"9/23/15",266,"Fall","Sugar Maple",44.611735,-75.169559,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",24,NA,"moss",NA,"33_Sugar Maple_44.611735_-75.169559_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_24"
"582",582,"09/23/2015 - 12:33pm",NA,NA,39,2015-09-23,"9/23/15",266,"Fall","Sugar Maple",44.611434,-75.169531,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",39,NA,"some dead branches at top and mid section , and noch hole in top",NA,"39_Sugar Maple_44.611434_-75.169531_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_39"
"583",583,"09/23/2015 - 12:39pm",NA,NA,39,2015-09-23,"9/23/15",266,"Fall","Sugar Maple",44.611434,-75.169532,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",39,NA,"broken branches at top and mid section",NA,"39_Sugar Maple_44.611434_-75.169532_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_39"
"584",584,"09/23/2015 - 12:34pm",NA,NA,NA,2015-09-23,"9/23/15",266,"Fall","Sugar Maple",44.611236,-75.169032,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",4,NA,"some insect damege","this tree is very big and old.","NA_Sugar Maple_44.611236_-75.169032_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_4"
"585",585,"10/22/2014 - 2:16pm",NA,NA,NA,2014-10-22,"10/22/14",295,"Fall","Sugar Maple",44.611412,-75.169456,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",4,NA,"One branch is broken and one is dead",NA,"NA_Sugar Maple_44.611412_-75.169456_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_4"
"586",586,"09/30/2015 - 2:23pm",NA,NA,NA,2015-09-30,"9/30/15",273,"Fall","Silver Maple",44,-75,"Yes","School paved area","Open (more than 5hr per day of direct sun)",16,NA,NA,"none","NA_Silver Maple_44_-75_Yes_School paved area_Open (more than 5hr per day of direct sun)_16"
"587",587,"09/24/2015 - 1:15pm",NA,NA,NA,2015-09-24,"9/24/15",267,"Fall","Sugar Maple",44.371619,-75.243402,"Yes","School paved area","Open (more than 5hr per day of direct sun)",16,NA,"Damaged trunk","The tree grew slanted, because it grew on a mini slope.","NA_Sugar Maple_44.371619_-75.243402_Yes_School paved area_Open (more than 5hr per day of direct sun)_16"
"588",588,"10/22/2014 - 2:16pm",NA,NA,6,2014-10-22,"10/22/14",295,"Fall","Sugar Maple",44.61138,-75.169582,"Yes","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",48,NA,"no damage",NA,"6_Sugar Maple_44.61138_-75.169582_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_48"
"589",589,"10/02/2015 - 2:19pm",NA,NA,54,2015-10-02,"10/2/15",275,"Fall","Sugar Maple",44.605801,-75.167953,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",89,NA,NA,NA,"54_Sugar Maple_44.605801_-75.167953_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_89"
"590",590,"09/30/2015 - 2:37pm",NA,NA,NA,2015-09-30,"9/30/15",273,"Fall","Sugar Maple",44.372685,-75.242565,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",7,NA,"Slightly damaged leaves, possibly eaten by insects",NA,"NA_Sugar Maple_44.372685_-75.242565_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_7"
"591",591,"09/24/2015 - 9:10am",NA,NA,61,2015-09-24,"9/24/15",267,"Fall","Red Maple",44.5531,-74.9397,"Yes","School lawn","Open (more than 5hr per day of direct sun)",18,NA,NA,NA,"61_Red Maple_44.5531_-74.9397_Yes_School lawn_Open (more than 5hr per day of direct sun)_18"
"592",592,"09/28/2015 - 10:24am",NA,NA,62,2015-09-28,"9/28/15",271,"Fall","Silver Maple",44.558055,-74.94745,"Yes","School lawn","Open (more than 5hr per day of direct sun)",14,NA,"Scars","Still smooth, and young tree","62_Silver Maple_44.558055_-74.94745_Yes_School lawn_Open (more than 5hr per day of direct sun)_14"
"593",593,"09/28/2015 - 10:25am",NA,NA,62,2015-09-28,"9/28/15",271,"Fall","Silver Maple",44.558055,-74.947465,"Yes","School lawn","Open (more than 5hr per day of direct sun)",14,NA,"scares lots of them","Still smooth, and young tree","62_Silver Maple_44.558055_-74.947465_Yes_School lawn_Open (more than 5hr per day of direct sun)_14"
"594",594,"09/28/2015 - 9:43am",NA,NA,62,2015-09-28,"9/28/15",271,"Fall","Silver Maple",44.558055,-74.947465,"Yes","School lawn","Open (more than 5hr per day of direct sun)",14,NA,"There were damages but no diseases.","Still smooth, and young tree","62_Silver Maple_44.558055_-74.947465_Yes_School lawn_Open (more than 5hr per day of direct sun)_14"
"595",595,"09/28/2015 - 10:24am",NA,NA,63,2015-09-28,"9/28/15",271,"Fall","Red Maple",44.558055,-74.947465,"Yes","School lawn","Open (more than 5hr per day of direct sun)",22,NA,"Scars mostly on trunk, moss",NA,"63_Red Maple_44.558055_-74.947465_Yes_School lawn_Open (more than 5hr per day of direct sun)_22"
